timestamp_utc,stage_id,check_id,passed,observed,required
2026-06-06T06:39:02.497766+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T06:39:02.511764+00:00,R5,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-06T06:39:02.511764+00:00,R5,controller_input_slots_exact_5,True,5,5
2026-06-06T06:39:02.511764+00:00,R5,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-06T06:39:02.511764+00:00,R5,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-06T07:13:27.874849+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T07:13:27.887362+00:00,R7,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-06T07:13:27.887362+00:00,R7,controller_input_slots_exact_5,True,5,5
2026-06-06T07:13:27.887362+00:00,R7,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-06T07:13:27.887362+00:00,R7,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-06T07:13:27.887362+00:00,R7,previous_stage_R5_passed,True,True,True
2026-06-06T07:13:27.887362+00:00,R7,R5_frozen_bundle_root_available,True,03_Control/05_Results/R5_dense/E03,nonempty
2026-06-06T08:19:36.301172+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T08:19:36.315673+00:00,R8,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-06T08:19:36.315673+00:00,R8,controller_input_slots_exact_5,True,5,5
2026-06-06T08:19:36.315673+00:00,R8,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-06T08:19:36.315673+00:00,R8,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-06T08:19:36.315673+00:00,R8,previous_stage_R7_passed,True,True,True
2026-06-06T08:38:19.022563+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T09:34:42.302970+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T10:25:18.124317+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T11:16:25.191491+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T13:12:37.478996+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T13:12:37.492511+00:00,R10,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-06T13:12:37.492511+00:00,R10,controller_input_slots_exact_5,True,5,5
2026-06-06T13:12:37.492511+00:00,R10,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-06T13:12:37.492511+00:00,R10,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-06T13:12:37.492511+00:00,R10,previous_stage_R8_passed,True,True,True
2026-06-06T13:12:37.492511+00:00,R10,R8_library_and_outcome_available,True,"{""library_size_case_ids"": [""heavy_cluster"", ""balanced_cluster"", ""light_cluster"", ""super_light_cluster"", ""no_cluster_no_merge""], ""manifest"": ""03_Control/05_Results/R8_library_size_study/E03/manifests/post_w3_library_size_study_manifest.json"", ""outcome_model_table"": ""03_Control/05_Results/R8_outcome/E03/metrics/outcome_model_table.csv"", ""outcome_run_root"": ""03_Control/05_Results/R8_outcome/E03"", ""outcome_status"": ""complete"", ""representative_count"": 2339, ""run_root"": ""03_Control/05_Results/R8_library_size_study/E03"", ""status"": ""complete""}",library_root_and_outcome_root
2026-06-06T13:12:37.492511+00:00,R10,R9_initial_governor_config_for_R10_optional_internal_preflight_only,True,,optional_not_active_gate
2026-06-06T13:59:30.850824+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-06T13:59:30.864823+00:00,R11,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-06T13:59:30.864823+00:00,R11,controller_input_slots_exact_5,True,5,5
2026-06-06T13:59:30.864823+00:00,R11,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-06T13:59:30.864823+00:00,R11,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-06T13:59:30.864823+00:00,R11,previous_stage_R10_passed,True,True,True
2026-06-06T13:59:30.864823+00:00,R11,R8_library_and_outcome_available,True,"{""library_size_case_ids"": [""heavy_cluster"", ""balanced_cluster"", ""light_cluster"", ""super_light_cluster"", ""no_cluster_no_merge""], ""manifest"": ""03_Control/05_Results/R8_library_size_study/E03/manifests/post_w3_library_size_study_manifest.json"", ""outcome_model_table"": ""03_Control/05_Results/R8_outcome/E03/metrics/outcome_model_table.csv"", ""outcome_run_root"": ""03_Control/05_Results/R8_outcome/E03"", ""outcome_status"": ""complete"", ""representative_count"": 2339, ""run_root"": ""03_Control/05_Results/R8_library_size_study/E03"", ""status"": ""complete""}",library_root_and_outcome_root
2026-06-06T13:59:30.864823+00:00,R11,R10_frozen_governor_config_for_R11_available,True,03_Control/05_Results/R10_learn/E03/manifests/frozen_governor_config_for_r11.json,exists_after_R10_pass
